                        
                  Stock 
       Date      Volume 
   19531009      897190 
   19531013     1126590 
   19531014     1288940 
   19531015     1710170 
   19531016     1617020 
   19531019     1186620 
   19531020     1283530 
   19531021     1319370 
   19531022     1333380 
   19531023     1329400 
   19531026     1344300 
   19531027     1171420 
   19531028     1258100 
   19531029     1613614 
   19531030     1401570 
   19531102     1340876 
   19531104     1482650 
   19531105     1727300 
   19531106     1702630 
   19531109     1439810 
   19531110     1341440 
   19531112     1394850 
   19531113     1541590 
   19531116     1494295 
   19531117     1253325 
   19531118     1245080 
   19531119     1422250 
   19531120     1304600 
   19531123     1410150 
   19531124     1471410 
   19531125     1543040 
   19531127     1603030 
   19531130     1966005 
   19531201     1577520 
   19531202     1851470 
   19531203     1740193 
   19531204     1389605 
   19531207     1405470 
   19531208     1395685 
   19531209     1405685 
   19531210     1423665 
   19531211     1438730 
   19531214     1539160 
   19531215     1451580 
   19531216     1876148 
   19531217     1597615 
   19531218     1549555 
   19531221     1688980 
   19531222     1718540 
   19531223     1573370 
   19531224     1272570 
   19531228     1570950 
   19531229     2157135 
   19531230     2045070 
   19531231     2489980 
   19540104     1306644 
   19540105     1519295 
   19540106     1460394 
   19540107     1536367 
   19540108     1260093 
   19540111     1214640 
   19540112     1250155 
   19540113     1419967 
   19540114     1525210 
   19540115     2179630 
   19540118     1576532 
   19540119     1843210 
   19540120     1962880 
   19540121     1749514 
   19540122     1885465 
   19540125     1866220 
   19540126     2122560 
   19540127     2020460 
   19540128     1730275 
   19540129     1945050 
   19540201     1745482 
   19540202     1415905 
   19540203     1691825 
   19540204     2047000 
   19540205     2035982 
   19540208     2187140 
   19540209     1877670 
   19540210     1792010 
   19540211     1858630 
   19540212     1725942 
   19540215     2083270 
   19540216     1871380 
   19540217     1741629 
   19540218     1501695 
   19540219     1514465 
   19540223     1472289 
   19540224     1353390 
   19540225     1469840 
   19540226     1909216 
   19540301     2051830 
   19540302     1981889 
   19540303     2242360 
   19540304     1833920 
   19540305     2030980 
   19540308     1654870 
   19540309     1633200 
   19540310     1873135 
   19540311     2053900 
   19540312     1982380 
   19540315     1683130 
   19540316     1543960 
   19540317     1747200 
   19540318     2025335 
   19540319     1934760 
   19540322     1798219 
   19540323     2190620 
   19540324     1903130 
   19540325     1724925 
   19540326     1550510 
   19540329     1864720 
   19540330     2132740 
   19540331     2694670 
   19540401     2265320 
   19540402     1827980 
   19540405     1716590 
   19540406     2120450 
   19540407     1833400 
   19540408     2298360 
   19540409     2361150 
   19540412     1787400 
   19540413     2020620 
   19540414     2332560 
   19540415     2204820 
   19540419     2430310 
   19540420     1857630 
   19540421     1865980 
   19540422     1750045 
   19540423     1992400 
   19540426     2151250 
   19540427     1968640 
   19540428     2125310 
   19540429     2510330 
   19540430     2446670 
   19540503     1866230 
   19540504     1989090 
   19540505     2016030 
   19540506     1979570 
   19540507     2084670 
   19540510     1799400 
   19540511     1769210 
   19540512     2211795 
   19540513     2339820 
   19540514     1977460 
   19540517     2038240 
   19540518     2250400 
   19540519     2172809 
   19540520     2071870 
   19540521     2617820 
   19540524     2325100 
   19540525     2046540 
   19540526     2184880 
   19540527     2228660 
   19540528     1943150 
   19540601     1854670 
   19540602     1934310 
   19540603     1816600 
   19540604     1715110 
   19540607     1520040 
   19540608     2525345 
   19540609     2360910 
   19540610     1607210 
   19540611     1626760 
   19540614     1419870 
   19540615     1635680 
   19540616     2066760 
   19540617     1805430 
   19540618     1587290 
   19540621     1824700 
   19540622     2093420 
   19540623     2085850 
   19540624     2258230 
   19540625     2061810 
   19540628     1887140 
   19540629     2584583 
   19540630     1953220 
   19540701     1857780 
   19540702     1984058 
   19540706     2558146 
   19540707     2378190 
   19540708     2078610 
   19540709     2241000 
   19540712     2332090 
   19540713     2429540 
   19540714     2517860 
   19540715     3010810 
   19540716     2536100 
   19540719     2373620 
   19540720     2575940 
   19540721     2513040 
   19540722     2888482 
   19540723     2529610 
   19540726     2113950 
   19540727     2688375 
   19540728     2742650 
   19540729     2706716 
   19540730     2797330 
   19540802     2848360 
   19540803     2984740 
   19540804     3614150 
   19540805     3149110 
   19540806     3347040 
   19540809     2281020 
   19540810     2890880 
   19540811     3444710 
   19540812     2679223 
   19540813     2509080 
   19540816     2763991 
   19540817     2897320 
   19540818     2385750 
   19540819     2317750 
   19540820     2108580 
   19540823     2019570 
   19540824     2000580 
   19540825     2284570 
   19540826     2074180 
   19540827     1732790 
   19540830     1951840 
   19540831     2642900 
   19540901     1788730 
   19540902     1597670 
   19540903     1632180 
   19540907     1860703 
   19540908     1968840 
   19540909     1701967 
   19540910     1866170 
   19540913     2028988 
   19540914     2131950 
   19540915     2117140 
   19540916     1877580 
   19540917     2245200 
   19540920     2062750 
   19540921     1776670 
   19540922     2260450 
   19540923     2336220 
   19540924     2336420 
   19540927     2187770 
   19540928     1798760 
   19540929     1810430 
   19540930     1844960 
   19541001     1852110 
   19541004     2003530 
   19541005     2310123 
   19541006     2554163 
   19541007     1812980 
   19541008     2115767 
   19541011     2098150 
   19541012     1622240 
   19541013     2072100 
   19541014     2542690 
   19541015     2251510 
   19541018     1781530 
   19541019     1899580 
   19541020     2382530 
   19541021     2312300 
   19541022     2078160 
   19541025     2353670 
   19541026     2010100 
   19541027     2028900 
   19541028     2188820 
   19541029     1907550 
   19541101     1788140 
   19541103     2698860 
   19541104     3135275 
   19541105     2938500 
   19541108     3179640 
   19541109     3238347 
   19541110     3073880 
   19541111     2942610 
   19541112     3722130 
   19541115     3072810 
   19541116     3259200 
   19541117     3813000 
   19541118     3537880 
   19541119     3108430 
   19541122     2997850 
   19541123     3686610 
   19541124     3993880 
   19541126     3009870 
   19541129     3295780 
   19541130     3436890 
   19541201     3107410 
   19541202     3192860 
   19541203     3789440 
   19541206     3963330 
   19541207     3822720 
   19541208     4159940 
   19541209     3311230 
   19541210     3248550 
   19541213     2746480 
   19541214     2646190 
   19541215     2736225 
   19541216     3346670 
   19541217     3730495 
   19541220     3771730 
   19541221     3626280 
   19541222     3462071 
   19541223     3308655 
   19541227     2952765 
   19541227     3662890 
   19541229     4433400 
   19541230     3590380 
   19541231     3846140 
   19550103     4571770 
   19550104     4416378 
   19550105     4635380 
   19550106     5297140 
   19550107     4024950 
   19550110     4307360 
   19550111     3675950 
   19550112     3403240 
   19550113     3353550 
   19550114     2629320 
   19550117     3355350 
   19550118     3017860 
   19550119     2746310 
   19550120     2211990 
   19550121     2685450 
   19550124     2914910 
   19550125     3233110 
   19550126     3863340 
   19550127     3508610 
   19550128     3291210 
   19550131     3502780 
   19550201     3317240 
   19550202     3203480 
   19550203     2898838 
   19550204     3348670 
   19550207     3630710 
   19550208     3403379 
   19550209     3356490 
   19550210     3362648 
   19550211     3255200 
   19550214     2953370 
   19550215     3518770 
   19550216     3645350 
   19550217     3035540 
   19550218     3664830 
   19550221     3010100 
   19550223     3031180 
   19550224     2923700 
   19550225     2537410 
   19550228     2618240 
   19550301     2845480 
   19550302     3369230 
   19550303     3338361 
   19550304     2777220 
   19550307     2628040 
   19550308     3160730 
   19550309     4616415 
   19550310     2762530 
   19550311     3043150 
   19550314     4216470 
   19550315     3154390 
   19550316     2910920 
   19550317     2197860 
   19550318     2048120 
   19550321     2022480 
   19550322     1911820 
   19550323     2725120 
   19550324     3173290 
   19550325     2544780 
   19550328     2539860 
   19550329     2771890 
   19550330     3408518 
   19550331     2698450 
   19550401     2664220 
   19550404     2497590 
   19550405     2103800 
   19550406     2503380 
